id,nombre_esp,nombre_eng,nombre_lat,mapa,titulo,habitat,sabias que,migracion,dimorfismo,tamaño,orden,especie,url_imagen,url_ave
126-sternula-lorata,Gaviotín Chico,Peruvian Tern,Sternula lorata,https://aves.ninjas.cl/api/site/assets/files/3224/map.svg,Entre la Región de Arica y Parinacota y la Región de Antofagasta,"En Chile se distribuye por la costa entre de las Regiones de Arica y Parinacota, Tarapacá y Antofagasta. Es un ave que se desplaza por la Corriente de Humboldt, siendo una especie migratoria que llega desde el norte de Chile, hasta el sur de Ecuador. Habita preferentemente zonas cercanas a la costa, estuarios, fiordos y canales, aunque puede verse en altamar siguiendo cardúmenes para alimentarse. Nidifica en planicies costeras, roqueríos y quebradas.",Es el gaviotín más pequeño presente en Chile.,True,False,22 - 24 cm.,Charadriiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3223/07092018035526.jpg,https://aves.ninjas.cl/api/birds/126-sternula-lorata
68-vultur-gryphus,Cóndor,Andean Condor,Vultur gryphus,https://aves.ninjas.cl/api/site/assets/files/3226/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"El cóndor posee una amplia y extensa distribución a lo largo de toda la Cordillera de los Andes en América del Sur. Actualmente, se describe la presencia de esta ave en Colombia, Ecuador, Perú, Bolivia, Chile, Argentina, y Venezuela, no obstante, fue declarado extinto en este último país.  Así mismo, existen registros  de  cóndores     en  la  Región  del Mato Grosso en Brasil, los que son atraídos por carroña acumulada durante la estación seca.  En Chile, se encuentra desde  Arica  y  Parinacota hasta  Tierra  del  Fuego, siendo posible avistarlo  desde  el  nivel  del  mar hasta los  4500  m  de  altitud. Particularmente para Chile, esta ave es un residente anual de las regiones cordilleranas desde el extremo norte del país hasta la porción sur de Tierra del Fuego, siendo menos frecuente en las regiones boscosas del sur del país. La concentración de esta ave en zonas precordilleranas se explica por su constante vuelo a grandes alturas, motivo por el que selecciona áreas de las alta montañas como cavernas, grietas o cuevas cordilleranas para anidar, dormir o descansar.","Esta ave ha sido reconocida con diferentes nombres según geografía y cultura. Por ejemplo, en países andinos de América del Sur, en su mayoría, se le conoce como “el cóndor andino” o sencillamente “el gran buitre”. Por su parte, considerando su distribución por todo el territorio nacional, esta ave fue denominada como “Cuntur” por el pueblo aymara, “Manque o Manke” por el pueblo mapuche, y “Karkaai” por los selknam, en la zona norte, centro-sur, y austral de nuestro país, respectivamente. El cóndor es el ave voladora más grande y de mayor envergadura del planeta, además es el ave que puede volar a mayor altura y por mayor tiempo en el mundo, alcanzando un vuelo sobre los 7000 m.n.s.m y pudiendo planear durante más de 4 horas al día sin descanso. Otro dato interesante de sobre esta especie se asocia a su longevidad, pudiendo vivir hasta los 75 años.   El cóndor, sin duda, dada su majestuosidad en el vuelo, se ha transformado en un símbolo divino, reconociendo en esta ave la facultad de transitar entre el cielo y la tierra, entre lo divino y lo real, y entre la vida y la muerte. Particularmente, para la cultura andina esta tímida ave figura como un mensaje e intermediario entre los humanos y los dioses, además es denominado como ""mallku"", cuando su figura y su vuelo se relaciona al poder, fuerza, y triunfo. Así mismo, una de las narrativas más famosas de la cultura aymara busca explicar la falta de plumas en la cabeza del cóndor, narrando que dicha condición se debe a que la cabeza de esta ave, luego de intentar cazar a un caballo, quedo atrapada en el trasero del caballo durante un tiempo, para luego quedar bañada de excremento al ser liberada, condición que hizo que el cóndor quedara con su característica cabeza calva. Dentro de esta cultura, existen otros mitos que buscan dar explicación a la calvicie de esta ave, sin embargo, siempre indican que su condición se debe a un castigo por conductas inapropiadas. La figura del cóndor, en los diversos relatos, representa a la naturaleza salvaje enfrentada a una cultura domesticada y racional, abordando el carácter dual del ser humano.  Por su parte, para la cultura mapuche el “Manke” es considerada un ave de gran poder, famoso por su longevidad. Presente en numerosos relatos de la cultura mapuche, esta ave representa la capacidad y valentía en el ataque. Así mismo, esta ave se ve vinculada a los relatos sobre sacrificio para calmar a los inquietos volcanes, siendo el cóndor una figura de conexión entre las deidades y los hombre. Para la cultura pehuenche el cóndor es el rey de las aves. Este rey de las aves vuela a gran altura y reúne todas las virtudes fundamentales, representando al ""Kimche"" o persona sabia, ""Norche"" o persona que ama la justicia, ""Kümeche"" o persona bondadosa y ""Newenche"" o persona poderosa y de gran fuerza interior. El apellido Manquepi es característico de la comunidad de Butalelbún, y significa “espíritu del cóndor”.Así mismo, para la cultura huilliche y tehuelche, el cóndor es considerada un animal altanero, egoísta, soberbio y narciso, ya que se cree el dueño de los cielos. Según las narrativas de la cultura huilliche, esta maravillosa ave un día no quiso compartir el cielo con un joven aguilucho, y lo expulso de sus cielos. Un día este egoísta cóndor fue herida en la ladera de un cerro. Luego varios días de sufrimiento tras ser herido, fue socorrido por otros pájaros, por lo que tuvo que aprender a dejar la arrogancia de lado, y aprendió a compartir el cielo. En el caso de los tehuelches, la leyenda cuenta que el cóndor no quiso compartir sus plumas con el Elal o hacedor de cosas argumentando que todas sus plumas le servían de abrigo, por lo que, fue castigado y sentenciado a la calvicie eterna.   Para el caso de la cultura selknam, el cóndor figura en los relatos sobre el origen y los antepasados. Particularmente, esta ave se origina a partir de la gran batalla ocurrida entre dos chamanes: Karkaai y Keyaisk. En dicho enfrentamiento, Kerkaai fue víctima del otro chaman al ser tirado del pelo y golpeado fuertemente en el cuello, originándose la cresta y el cuello blanco del cóndor. Además de formar parte de numerosos relatos, el cóndor se transformó en un símbolo en los rituales y el arte. Para la cultura mapuche, esta ave es el ave sagrada en el nguillatún, siendo representada a través del wentrumanque u hombre cóndor. En dicha celebración, los cóndores son representados por hombres que, con sus mantas abiertas, y pasos de baile, simulan planear en el cielo, simbolizando la conexión con la divinidad esta ave. También, ésta presente en la parte alta de la popular joya mapuche (trapelakucha) que la mujer luce en su pecho.Uno de los antecedentes más desconcertantes de la vida del cóndor es lo relativo a su muerte, que de acuerdo con la tradición y los relatos populares se asocia a un suicidio. Se dice que al final de su larga vida o ante la muerte de su pareja, el cóndor se siente cansado, débil y con un vuelo sin sentido, por lo que opta por darse un final honorifico, tradicional e histórico para esta especie, el suicidio. Se relata que, tras la decisión, esta ave vuela tratando de alcanzar una altura significativa, para luego dejarse caer contra las rocas de una montaña. La figura del cóndor es parte de la cultura popular de nuestro país hasta nuestros días. En áreas rurales, aun se relaciona el vuelo del cóndor con la presencia del puma, es más, el dicho popular señala que “Donde el cóndor se deja caer, allí está el león”. Esto se debe, principalmente, dada la condición de carroñero de esta ave, alimentándose de los restos que dejo la caza del puma. Así mismo, el cóndor se ha transformado en símbolo de diversas temáticas en nuestro país, siendo figura de nuestro escudo nacional, además de ser señalado como el animal que representa la majestuosidad cordillerana por su tamaño y colores. Además, se transformó en uno de iconos más importante de la cultura popular chilena a través de su representación como el hilarante “Condorito”, además de figurar como apodo del intrépido y destacado guardametas de la selección nacional Roberto “Condor” Rojas.  Protagonista de numerosos cuentos, historias, canciones, tiras cómicas, y poemas a lo largo de la historia. Respecto a las canciones dedicadas, destaca el “Condor Pasa” original del peruano Daniel Alomía, “El cóndor herido” de Diomodes Diaz, y “Condor” de los Chanchos en Piedras. En la poesía, destacan los dos poemas dedicados a esta ave por el poeta Pablo Neruda, en sus libros “Arte de pájaros” y “ Los versos del capitán”, no obstante dejamos un extracto del poema denominado “Condor” : “En los montes el cierzo aúlla con silbido de proyectil y sale el cóndor de su caja, afila en la roca sus garras, extiende el místico plumaje, corre hasta que no puede más galopa la cóncava altura""",False,True,100 - 130 cm.,Cathartiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3225/20082018041211condor_hembra_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/68-vultur-gryphus
13-aptenodytes-patagonicus,Pingüino Rey,King Penguin,Aptenodytes patagonicus,https://aves.ninjas.cl/api/site/assets/files/3230/map.svg,En la Región de Magallanes y la Antártica Chilena,"En Chile se distribuye por el Estrecho de Magallanes y la isla de Tierra del Fuego, con una colonia reproductiva estable en esta última. Existen avistamientos ocasionales hasta Valparaíso. Su rango de distribución alcanza las Islas Malvinas, Georgia del Sur, Islas Sandwich, llegando hasta la Península Antártica. Se desplaza en pequeños grupos por ambientes marinos, principalmente pelágico, mientras que en sus momentos de descanso y reproducción se le puede ver en costas pedregosas y playas arenosas del extremo sur. Anida dos veces cada tres años, poniendo solo un huevo por postura.","Es el Pingüino más grande presente en Chile y el segundo más grande a nivel mundial. Durante la segunda mitad del siglo XIX, fueron masacrados con la intención de llevarse sus huevos, y extraer su aceite y plumas.",True,False,94 - 95 cm.,Sphenisciformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3229/23082018064956pinguino_rey_roderich_barria_web.jpg,https://aves.ninjas.cl/api/birds/13-aptenodytes-patagonicus
181-tachycineta-meyeni,Golondrina Chilena,Chilean Swallow,Tachycineta meyeni,https://aves.ninjas.cl/api/site/assets/files/3232/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes.,"En Chile se distribuye de forma común desde la Región de Atacama hasta la Región de Los Lagos, aunque existen registros de esta especie hasta Cabo de Hornos. Durante el invierno, algunas poblaciones australes migran llegando a Argentina, Bolivia, Paraguay, Uruguay y Brasil. Se desplaza por variados ambientes como bordes de bosque, matorrales y terrenos abiertos, zonas húmedas como vegas, riachuelos y lagunas, además de zonas urbanizadas. Nidifica en construcciones humanas, como aleros y techumbres. Pone 3-5 huevos de color blanco, con una periodicidad de 2 y hasta 3 veces por año.","Normalmente tiene 2 posturas al año, en septiembre y diciembre, registrándose hasta una tercera postura en febrero.",True,False,12 - 14 cm.,Passeriformes - Suborden Passeres,Nativa,https://aves.ninjas.cl/api/site/assets/files/3231/13082018090508golondrina_alejandra_lopez_web.jpg,https://aves.ninjas.cl/api/birds/181-tachycineta-meyeni
115-stercorarius-chilensis,Salteador Chileno,Chilean Skua,Stercorarius chilensis,https://aves.ninjas.cl/api/site/assets/files/3235/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Especie de amplia distribución y endemismo en Argentina, Uruguay y Chile. En nuestro país, es un residente anual común en las costas patagónicas de Aysén y Magallanes hasta los fiordos e islotes exteriores del sur de Isla Grande de Tierra del Fuego, incluyendo el archipiélago de las Wollaston. A su vez, en la zona sur de nuestro país realiza incursiones hacia el interior de la estepa patagónica. Por otro lado, durante el otoño e invierno, se dispersa por el resto de la costa chilena hasta Perú, y por el Atlántico hasta Brasil, siendo un visitante temporal de puertos y poblados, aunque en la zona centro y norte del país, puede adquirir hábitos pelágicos.","El nombre de ""salteador"" proviene de las costumbres oportunistas que poseen estas aves, principalmente, por su conducta de cleptoparasitismo, es decir, acosan y hostigan a otras aves en vuelo para robarles su alimento. Es más, algunas veces es tanto el acoso que obligan a ciertas aves a regurgitar en vuelo los peces que cazaron, quitándoselo estratégicamente. En 1857 esta ave debuto en sociedad de la mano del naturalista, ornitólogo y político francés Charles Laurent Bonaparte.  Por su parte, en ciertas áreas costeras de nuestro país como el Puerto de Coquimbo, esta ave no presenta una buena reputación debido a su conducta de ladrón y abusivo con otras aves. Es más, su conducta ha significado su adopción como apodo u calificativo de algunas personas con dichas cualidades. A su vez, en una investigación sobre el rol del bandido en la literatura chilena, se hace referencia a las conducta del salteador, proponiendolo como sinónimo de bandido. Y, ¿cuál es tu historia con este pirata de las costas chilenas?",True,False,53 - 58 cm.,Charadriiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3234/20082018091640salteador_chileno_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/115-stercorarius-chilensis
129-patagioenas-araucana,Torcaza,Chilean Pigeon,Patagioenas araucana,https://aves.ninjas.cl/api/site/assets/files/3237/map.svg,Entre la Región de Atacama y la Región de Aysén,,,False,False,34 - 37 cm.,Columbiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3236/18082018090512torcaza_tomas_rivas_web.jpg,https://aves.ninjas.cl/api/birds/129-patagioenas-araucana
125-larosterna-inca,Gaviotín Monja,Inca Tern,Larosterna inca,https://aves.ninjas.cl/api/site/assets/files/3240/map.svg,Entre la Región de Arica y Parinacota y la Región de Los Ríos,"En Chile se distribuye desde la Región de Arica y Parinacota hasta la Región de Valparaíso, aunque existen algunos registros ocasionales hasta la Región de Los Ríos. Es una especie endémica de la Corriente de Humboldt, llegando por la costa de Perú hasta Ecuador. Se le ve en grupos, generalmente en playas rocosas y arenosas, además de puertos y caletas pesqueras, aunque también se le puede ver en alta mar. Nidifica en pequeñas grietas en acantilados, roqueríos y muelles abandonados.","Esta ave es muy ingeniosa para crear sus nidos, los puede fabricar, incluso, dentro de edificios abandonados.",False,False,39 - 42 cm.,Charadriiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3239/12092018083102.jpg,https://aves.ninjas.cl/api/birds/125-larosterna-inca
138-tyto-alba,Lechuza,Common Barn-owl,Tyto alba,https://aves.ninjas.cl/api/site/assets/files/3242/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"En Chile se distribuye desde la Región de Arica y Parinacota hasta la Región de Magallanes y Antártica Chilena. Es una especie que se distribuye ampliamente por Sudamérica y el resto del mundo. Se desplaza por bosques nativos, bordes de bosques y matorrales. También puede ocupar áreas abiertas.","Es un excelente controlador de plagas, tanto así que un porcentaje importante de su dieta lo compone el ratón colilarga (Oligoryzomys longicaudatus).",False,False,29 - 44 cm.,Strigiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3241/2908201806510226082018023506lechuza_andres_vejar_web.jpg,https://aves.ninjas.cl/api/birds/138-tyto-alba
164-asthenes-humicola,Canastero común,Dusky-tailed Canastero,Asthenes humicola,https://aves.ninjas.cl/api/site/assets/files/3245/map.svg,Entre la Región de Antofagasta y la Región de La Araucanía,"Estas desconfiadas aves se pueden observar solitarias o parejas desde la Región de Antogafasta hasta la Región de La Araucanía. Es un ave endémica de Chile, es decir, sólo se encuentra en nuestro país.Suelen frecuentar zonas de matorrales densos, bosques y cerros o laderas con abundante vegetación. Estas aves nidifican solitarias  en árboles o arbusos expuestos, donde colocan entre 2 a 4 huevos de color blanco.","Su nombre Canastero se atribuye a la semejanza estructural de sus nidos con un canasto común. Además sus nidos son reutilizados algunas veces por roedores, como el ratón colilarga.",False,False,14 - 15 cm.,Passeriformes - Suborden Tyranni,Endemica de Chile,https://aves.ninjas.cl/api/site/assets/files/3244/17082018093403canastero_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/164-asthenes-humicola
156-ochetorhynchus-melanurus,Chiricoca,Crag Chilia,Ochetorhynchus melanurus,https://aves.ninjas.cl/api/site/assets/files/3249/map.svg,Entre la Región de Valparaíso y la Región de O&amp;Prime;Higgins,,,False,False,18 -19 cm.,Passeriformes - Suborden Tyranni,Endemica de Chile,https://aves.ninjas.cl/api/site/assets/files/3248/23082018041939chiricoca_barbara_palma_villalobos_web.jpg,https://aves.ninjas.cl/api/birds/156-ochetorhynchus-melanurus
50-anas-flavirostris,Pato Jergón Chico,Yellow-billed Teal,Anas flavirostris,https://aves.ninjas.cl/api/site/assets/files/3251/map.svg,Entre la Región de Coquimbo y la Región de Magallanes,"Podemos observarlo en grupos o bandadas,  en pantanos, orillas de ríos y humedales. El Pato jergón chico es residente en Chile desde Coquimbo hasta Tierra del Fuego. También habita en otros territorios de Sudamérica como Brasil, Perú, Ecuador, Venezuela e Islas Malvinas. Algunas poblaciones del sur de Chile migran hacia Argentina durante los meses de invierno. Confeccionan su nido en el suelo escondido tras la vegetación, en donde incuba entre cinco y 10 huevos blanquecinos.","El pato jergón chico es un ave endémica de centro y sur de América, lo que significa que no habita en ningún otro lugar del mundo.",False,False,35 - 45 cm.,Anseriformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3250/18082018022735pato_jergon_chico_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/50-anas-flavirostris
168-scelorchilus-rubecula,Chucao,Chucao Tapaculo,Scelorchilus rubecula,https://aves.ninjas.cl/api/site/assets/files/3253/map.svg,"Entre la Región de O&amp;Prime,Higgins y la Región de Aysén","Podemos encontrar a esta carismática ave en los bosques templados del sur de Chile y parte de Argentina, cuya distribución comprende desde la Región del Maule hasta los fiordos patagónicos de la Región de Magallanes, incluyendo islas oceánicas. Le gusta guarecerse y buscar su alimento bajo el sotobosque de  coligues y quilas. Sus nidos los construyen bajo troncos u otras cavidades húmedas en la tierra, colocando entre dos a tres huevos de color blanco.","Los mapuche lo conocen como Tricau o tricauco. En la Isla grande de Chiloé y su mitología, lo conocen como un ave agorera, que significa que le atribuyen buena o mala suerte. Se cree que si escuchamos su canto por nuestro lado derecho es un buen augurio, muy distinto es si lo escuchamos por el lado izquierdo, y en caso de hacerlo, inmediatamente se debe sacar una prenda de vestir y colocársela al revés. El poeta Pablo Neruda escribió un poema que hace referencia a esta carismática ave en su libro llamado “Arte de Pájaros”. El poeta Lorenzo Aillapan, conocido como el hombre pájaro por su cualidad de imitar el lenguaje de los pájaros, escribió también un poema en mapudungun y español dedicado al chucao en su libro Uñumche/Hombre pájaro.",False,False,18 - 19 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3252/13082018074316chucao_camilo_maldonado_marin_web.jpg,https://aves.ninjas.cl/api/birds/168-scelorchilus-rubecula
140-strix-rufipes,Concón,Rufous-legged Owl,Strix rufipes,https://aves.ninjas.cl/api/site/assets/files/3256/map.svg,Entre la Región de Valparaíso y la Región de Magallanes,"Esta especie habita en los bosques templados de Chile y Argentina. En nuestro país, reside desde Santiago hasta Tierra del Fuego. Por su parte, la subespecie  rufipes habita los bosque y selvas dispuestos entre Valparaiso y Tierra del Fuego, mientras que la subespecie sanborni es endémica de la isla de Chiloe.","El debut en la sociedad de esta especie fue en el año 1828, gracias al registro oficial emitido por el explorador e hidrográfo Philip King. No se describen otros nombres para esta especie.  Sin duda,  el concón es un simbolo de la mitologia y cultura de nuestro pais. En el Chile central y Chiloe, este icono de la noche ha inspirado miedo, y respeto en las comunidades. Sus hábitos crepusculares, sus vocalización estruedosas, y su intensa mirada, son nutrientes de su mala reputación como simbolo de la muerte, la brujeria y la maldad. Por ejemplo, en la zonas agricolas del sector sur de nuestro pais, se le atribuyen habitos vampirescos, siendo su canto un aviso de que va a ir a drenan la sangre del ganado.Por otro lado, en la zona centro-sur del pais, se cree que su canto en noche de luna, invita a la desgracia, la enfermedad y la muerte. Es más, para los chilotes el concón es un socio directo de la ""Voladora"" o brujos que tienen la capacidad de hacer metamorfosis en aves para enviar mensajes ocultos, por lo que, en su vuelo trae la desgracia y la mala suerte. Finalmente, ¿crees que esta ave anuncie desgracias?",False,True,33 - 38 cm.,Strigiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3255/13082018075614concon_barbara_palma_web.jpg,https://aves.ninjas.cl/api/birds/140-strix-rufipes
170-scytalopus-magellanicus,Churrín del sur,Andean tapaculo,Scytalopus magellanicus,https://aves.ninjas.cl/api/site/assets/files/3260/map.svg,Entre la Región del Biobío y la Región de Magallanes,"Esta pequeña ave se desplaza ampliamente desde la Región del Bíobío hasta el sur de Tierra del Fuego, Región de Magallanes y la Antártica Chilena, mientras que hacia la zona cordillerana, puede llegar por el norte hasta Aconcagua. También por zona centro y sur de Argentina. Se desplaza por el suelo entre el matorral denso, de preferencia compuesto por quila o coligüe, normalmente cerca de cursos de agua, mientras que las poblaciones que habitan por la Cordillera de los Andes central, se mueve por áreas de rocas grandes, igualmente cercanas a zonas húmedas. Nidifica en grietas u hoyos en troncos de árboles, en troncos caídos, entre raíces o incluso en grietas de barrancos vegetados, poniendo 2 a 3 huevos de color blanco opaco.","En la Cultura Yagán se creía que el Churrín del Sur era el constructor de las canoas o “anann”, ya que esta ave recoleta y trabaja las fibras vegetales de raíces, ramas, líquenes y musgos para construir prolijamente su nido entre ramas o en cavidades de troncos.",False,False,9 - 11 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3259/01102018093758churrin_barbara_palma_villalobos_web.jpg,https://aves.ninjas.cl/api/birds/170-scytalopus-magellanicus
131-zenaida-meloda,Paloma de Alas Blancas,West Peruvian Dove,Zenaida meloda,https://aves.ninjas.cl/api/site/assets/files/3264/map.svg,Entre la Región de Arica y Parinacota y la Región de Valparaíso,,,False,False,25 - 33 cm.,Columbiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3263/20082018064422paloma_de_alas_blancas_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/131-zenaida-meloda
147-patagonas-gigas,Picaflor Gigante,Giant Hummingbird,Patagonas gigas,https://aves.ninjas.cl/api/site/assets/files/3267/map.svg,Entre la Región de Arica y Parinacota y la Región de La Araucanía,"Esta ave presenta una amplia distribución en el América del Sur, con presencia en Argentina, Chile, Perú, Bolivia, y Ecuador. En nuestro país, el picaflor gigante es un residente migratorio y localmente común, entre los meses de septiembre y marzo, desde Atacama hasta Arauco, desplazándose preferentemente por zonas arbustivas desde la costa hasta la cordillera, en máximo de 2000 msnm. Por su parte, además de ser descrito como un visitante errante en la Isla Grande de Chiloé, durante la temporada fría, esta especie decide migrar hacia las regiones del norte de Argentina.  Por su parte, la subespecie peruviana tiene una amplia distribución en el sector andino dispuesto entre Chile y Colombia. En nuestro país, esta especie habita solamente en la cordillera del extremo norte, específicamente, se extiende en sector cordillerano ubicado entre Arica, Parinacota, y Tarapacá.","Esta ave ha sido reconocida según geografía y cultura. Por ejemplo, se le reconoce al picaflor gigante como “Fütra Pinda” o “Pinguera”, por la cultura mapuche, como “Lumi-amchi” por la cultura aymara, y como  “Sihuarquenti” por los pueblos originarios de lengua quechua,  traduciéndose al español como “picaflor turquesa″ en referencia a sus colores. Por otro lado, esta ave es comúnmente conocida en nuestro país como “Pingara”, y como “picaflor de coquimbo” en la región de Coquimbo. En términos generales, el picaflor es una de las aves de mayor recorrido, trascendencia y presencia en la identidad y cultura de nuestro país, no obstante, no existe un reconocimiento explicito según la diversidad de especies con presencia nacional, siendo de mayor asociación entre la especie y su impacto cultural, por distribución y aspecto, a las especies del picaflor gigante y picaflor chico.   Ahora bien, es clásica la denominación de “picaflor” para aquellas personas que no se comprometen amorosamente, prefiriendo el amor libre, la poligamia, o, actualmente denominado, poliamor, esto se argumenta en su hábito de “saltar de flor en flor” como estrategia de alimentación. Así mismo, esta ave figura como un emblema de belleza, delicadeza y misterio en la cultura popular de la zona central de nuestro país, destacando el espectáculo y deleite que implica su vuelo, y al desconcierto que existe en la población local sobre su estado durante la lluvia, mencionando “que mueren y resucitan”.Así mismo, se reconoce que su avistamiento es signo de buena suerte, y, en caso de mal de ojo, malas intenciones o hechizo, ejerce su magia, rompiendo cualquier mal.    Por otro lado, la cultura popular destaca la devoción y amor de este gigante picaflor por el  néctar de coloridas flores, por su característico pico, y el enorme esfuerzo físico que compromete degustar su alimento, otorgándole el nombre de colibrí, nectarín, o, más elegantemente denominado como el  “bebedor de néctar”.Esta ave se hace presente en la cultura mapuches como símbolo de purificación, presagio y enfermedad, a través de la creencia, por un lado, en que anuncian la muerte por ahorcamiento o la presentación de dolor de cabeza en aquellas personas que aportaron, sin saberlo, con su cabello para la construcción del nido, y, por otro lado, en la redención de aquellas personas que corran detrás del vuelo de estas aves.   Entre la diversidad de picaflores presenta nuestro país, se cree que el picaflor gigante tiene un lugar prodigio con lo que respecta a los símbolos y relatos en el pueblo aymara. Sin duda, una de las principales asociaciones de esta ave guarda relación con la muerte y la resurrección, atribuidas en importantes hitos de su vida, destacando a su andar primaveral y fugaz durante la temporada cálida, a su emblemática y misteriosa evaporación durante el invierno, y a su resurrección como embajador mágico y divino durante la nueva temporada de florecimiento y calor.  De forma simultánea, es conocido como un “pájaro resucitado”, y, como un instrumento de comunicación entre las almas muertas, especialmente de los niños, y los vivos. Por otro lado, el misticismo de esta ave se expresan en la compleja relación que tiene con el cóndor en diversos relatos de la cultura aymara, mencionando que, por un lado, esta ave siempre socorre a los cautivos del cóndor, y por otro lado, su tamaño y el característico collar verde de su cuello se deben a las represalias del cóndor frente a sus heroicas actitudes, explicando en sus relatos que, tras números picotazos, un picaflor de tamaño similar a un ñandú fue dividido en miles de pequeñas aves, alcanzando así su tamaño actual, y, que, tras salvar a una joven, el padre, en retribución, le otorgo su clásico collar verde metálico.  Finalmente, el más gigante de los picaflores se ha transformado en un icono de poesía, humor y versiones de importantes relatos de nuestro quehacer nacional. El mismísimo Charles Darwin quedo perplejo frente a este maravilloso ejemplar, describiéndolo detalladamente en su texto “Diario de viaje de un naturalista”. Por otro lado, el relato mapuche denominado “el picaflor y el aromo”, en algunas versiones, el picaflor ha sido descrito con los rasgos del picaflor gigante. Es más, la proporción del tamaño del nido y el cuerpo del ave, más la llega de la familia, ha transformado a esta especie en protagonista de ilustraciones humorísticas, y algunas burlas. Y, ¿cuál es tu historia con este pequeño gigante alado?",True,True,20 - 22 cm.,Apodiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3266/15082018091803picaflor_gigante_alain_macias_2_web.jpg,https://aves.ninjas.cl/api/birds/147-patagonas-gigas
225-anthus-correndera,Bailarín chico común,Correndera Pipit,Anthus correndera,https://aves.ninjas.cl/api/site/assets/files/3270/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Podemos observarlo  en solitario o parejas,  caminando en el suelo o realizando cortos vuelos en zonas abiertas, estepas, matorrales, laderas de cerros o en ambientes acuáticos como humedales. El bailarín chico  es residente en Chile, posee dos razas que se distribuyen en diferentes zonas a lo largo del país  e incluyen altitudes que van desde la costa hasta los 4.000 msnm. Estas aves también habitan en otros países de Sudamérica como Argentina, Perú, Bolivia, Brasil Uruguay y Paraguay. Construyen su nido  en el suelo  e incuban entre 3 y 5 huevos parduzcos con manchitas oscuras.","En Chile existen dos razas del bailarín chico: A. c. chilensis y A. c. catamarcae.  La raza chilensis habita entre las regiones de Atacama y Los Lagos, en cambio la catamarcae habita en el altiplano nortino entre las regiones de Arica-Parinacota y Antofagasta.",True,False,14 - 16 cm.,Passeriformes - Suborden Tyranni,Nativa,https://aves.ninjas.cl/api/site/assets/files/3269/05092018084136bailari-n_chico_pedro_valencia_web.jpg,https://aves.ninjas.cl/api/birds/225-anthus-correndera
114-thinocorus-rumicivorus,Perdicita,Least Seedsnipe,Thinocorus rumicivorus,https://aves.ninjas.cl/api/site/assets/files/3274/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,,,False,False,16 - 19 cm.,Charadriiformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3273/31082018120451perdicita_macho_marcos_baumann_web.jpg,https://aves.ninjas.cl/api/birds/114-thinocorus-rumicivorus
25-nycticorax-nycticorax,Huairavo común,Black-crowned Night-heron,Nycticorax nycticorax,https://aves.ninjas.cl/api/site/assets/files/3276/map.svg,Entre la Región de Arica y Parinacota y la Región de Magallanes,"Estas misteriosas aves se pueden observar solitarias o en parejas desde la Región de Arica y Parinacota hasta la Región de Magallanes. Suelen frecuentar zonas con bajo nivel de agua como humedales, lagunas, lagos y vegas, aunque también es muy común verla en ambientes costeros.Estas aves nidifican solitarias o en colonias dispersas en árboles, arbustos o totorales, en donde coloca entre 2 a 4 huevos de color celeste a verdoso.","Existen 2 subespecies en Chile, una es obscurus que habita desde norte del país a la patagonia. La otra es hoactli, subespecie que habita entre Parinacota hasta Antofagasta.Sabías que en el Archipiélago de Chiloé, se dice que los brujos de la zona se convierten en Huairavos para emprender su vuelo, por eso es llamado a veces pájaro brujo.",False,False,56 - 65 cm.,Pelecaniformes,Nativa,https://aves.ninjas.cl/api/site/assets/files/3275/13082018082023huairavo_camilo_web.jpg,https://aves.ninjas.cl/api/birds/25-nycticorax-nycticorax
